Strength Winning Deck,Strong Cards Power Winning Deck,Strongest Cards Power Winning Deck,Amount of Strong Cards Winning Deck,Amount of Strongest Cards Winning Deck,Count of plays
206,151,89,14,7,281
212,156,139,13,11,263
192,132,85,12,7,196
214,156,112,14,9,436
203,141,103,12,8,112
232,183,127,16,10,809
219,160,125,14,10,63
221,167,114,15,9,126
217,165,103,15,8,473
244,208,162,18,13,74
182,127,85,12,7,851
190,115,89,10,7,231
240,205,140,18,11,57
215,168,126,15,10,306
212,166,112,15,9,91
212,159,103,14,8,238
217,166,93,15,7,145
186,123,52,12,4,138
219,168,114,15,9,115
214,181,99,17,8,328
218,167,123,15,10,243
216,180,109,17,9,668
199,146,84,14,7,318
212,168,114,15,9,126
208,148,75,14,6,278
224,185,142,16,11,55
224,179,127,16,10,200
227,172,127,15,10,111
208,151,77,14,6,249
210,160,106,14,8,234
200,147,65,14,5,276
212,162,106,15,9,444
200,137,100,12,8,165
199,146,101,13,8,403
191,122,77,11,6,614
229,181,137,16,11,268
217,175,110,16,9,225
211,150,103,13,8,164
214,166,102,15,8,702
217,162,92,15,7,430
193,130,88,12,7,129
229,187,124,17,10,351
212,152,86,14,7,129
224,189,153,16,12,64
194,133,89,12,7,404
203,148,86,14,7,325
195,133,90,12,7,163
197,148,96,14,8,443
209,157,103,14,8,132
219,183,111,17,9,144
211,163,90,15,7,243
212,153,89,14,7,768
203,154,74,15,6,790
223,161,124,14,10,228
201,150,84,14,7,202
189,135,64,13,5,358
203,151,98,14,8,309
185,130,76,12,6,299
209,159,103,14,8,91
219,168,97,16,8,293
208,160,97,15,8,212
199,135,90,12,7,275
214,169,125,15,10,184
214,167,123,15,10,565
220,184,123,17,10,305
214,161,116,14,9,148
204,142,98,13,8,283
226,176,123,16,10,243
205,151,87,14,7,365
212,163,101,15,8,212
221,162,126,14,10,309
220,161,115,14,9,111
197,133,89,12,7,136
190,127,101,11,8,155
217,163,136,14,11,288
189,130,76,12,6,482
203,145,100,13,8,132
214,154,126,13,10,292
200,139,87,13,7,301
209,166,85,16,7,830
224,176,139,15,11,63
204,137,76,13,6,207
215,181,99,17,8,103
210,156,111,14,9,515
211,163,100,15,8,155
199,131,112,11,9,316
206,158,112,14,9,229
221,172,100,16,8,118
192,132,87,12,7,114
215,162,100,15,8,324
196,136,98,12,8,1213
202,155,109,14,9,458
235,198,128,18,10,337
225,178,126,16,10,181
220,169,89,16,7,249
217,164,126,14,10,240
227,166,113,15,9,96
213,147,111,13,9,308
192,133,88,12,7,563
198,146,101,13,8,706
214,138,110,12,9,284
206,157,112,14,9,331
208,153,101,14,8,204
210,168,78,16,6,106
201,151,99,14,8,269
219,173,112,16,9,151
212,152,125,13,10,451
229,184,137,16,11,110
206,156,100,14,8,154
222,185,124,17,10,456
221,185,113,17,9,489
205,157,96,15,8,492
190,121,75,11,6,334
213,174,111,16,9,442
222,177,123,16,10,173
191,135,99,12,8,89
192,133,73,13,6,311
236,182,164,15,13,66
224,175,103,16,8,277
195,130,77,12,6,355
199,145,89,13,7,266
210,149,114,13,9,113
209,153,126,13,10,82
187,131,76,12,6,256
220,166,113,15,9,173
222,169,114,15,9,341
210,146,100,13,8,163
201,146,100,13,8,125
212,147,112,13,9,242
207,143,91,13,7,262
215,150,112,13,9,84
218,166,83,16,7,809
233,190,126,17,10,462
210,161,126,14,10,101
204,141,77,13,6,459
202,143,87,13,7,282
225,181,111,17,9,346
196,142,88,13,7,509
229,186,140,16,11,272
182,122,87,11,7,233
191,133,62,13,5,662
229,196,114,18,9,361
218,168,87,16,7,223
205,153,90,14,7,111
218,172,101,16,8,489
204,144,99,13,8,326
199,151,62,15,5,326
233,196,141,17,11,54
214,162,98,15,8,163
196,133,88,12,7,242
226,175,127,15,10,114
201,137,100,12,8,149
209,169,88,16,7,104
238,203,148,18,12,236
210,158,115,14,9,216
200,135,98,12,8,836
198,141,76,13,6,313
212,165,102,15,8,234
200,138,76,13,6,311
208,152,89,14,7,151
222,171,116,15,9,183
208,175,111,16,9,215
217,168,86,16,7,242
189,131,89,12,7,153
198,139,88,13,7,216
221,176,149,15,12,182
242,207,162,18,13,188
211,162,99,15,8,198
198,143,88,13,7,118
232,187,124,17,10,68
216,174,112,16,9,417
221,172,128,15,10,126
213,158,114,14,9,93
212,166,103,15,8,136
201,150,115,13,9,136
213,170,100,16,8,152
209,149,113,13,9,412
210,166,102,15,8,194
233,182,138,16,11,184
201,149,97,14,8,621
195,126,91,11,7,315
239,190,153,16,12,49
227,184,129,16,10,60
208,163,102,15,8,188
230,175,103,16,8,136
223,178,115,16,9,134
193,127,73,12,6,694
219,176,141,15,11,93
207,151,99,14,8,396
219,169,88,16,7,666
197,146,63,14,5,151
229,181,100,17,8,163
214,160,115,14,9,75
215,155,101,14,8,89
213,155,112,14,9,155
218,170,124,15,10,318
222,178,125,16,10,148
211,157,112,14,9,281
226,182,127,16,10,83
216,166,102,15,8,505
211,159,113,14,9,332
196,149,97,14,8,224
235,192,138,17,11,52
223,170,135,15,11,627
205,157,96,15,8,240
197,135,102,12,8,128
213,163,126,14,10,63
203,153,99,14,8,190
206,155,73,15,6,219
228,185,113,17,9,77
236,185,140,16,11,103
221,181,126,16,10,170
227,178,115,16,9,97
199,160,99,15,8,179
214,170,127,15,10,249
205,166,110,15,9,298
199,136,91,12,7,235
227,177,115,16,9,91
231,183,128,16,10,193
226,176,122,16,10,489
214,165,112,15,9,125
200,146,75,14,6,363
181,124,62,12,5,124
223,161,125,14,10,205
187,130,77,12,6,322
210,151,99,14,8,303
213,166,102,15,8,43
209,161,108,15,9,715
213,163,101,15,8,190
212,158,116,14,9,165
203,149,78,14,6,462
190,125,99,11,8,348
192,140,79,13,6,279
225,194,138,17,11,275
200,139,95,13,8,518
220,171,118,15,9,89
199,132,123,11,10,489
215,158,123,14,10,654
189,124,89,11,7,341
208,161,98,15,8,205
215,166,103,15,8,459
208,162,124,14,10,138
212,158,106,14,8,243
221,176,115,16,9,91
217,163,98,15,8,407
187,126,101,11,8,375
208,162,98,15,8,536
185,134,90,12,7,109
196,133,86,12,7,330
209,156,86,15,7,597
218,169,115,15,9,217
207,143,99,13,8,188
213,166,112,15,9,742
198,147,65,14,5,148
186,125,99,11,8,146
212,169,114,15,9,646
202,141,90,13,7,717
220,160,116,14,9,152
211,165,103,15,8,692
195,138,75,13,6,281
206,144,116,12,9,174
218,163,101,15,8,178
224,175,139,15,11,396
178,103,50,10,4,270
206,142,115,12,9,241
208,155,100,14,8,510
217,167,114,15,9,506
223,171,91,16,7,133
226,186,125,17,10,142
239,197,141,17,11,110
196,139,86,13,7,92
204,150,103,13,8,159
220,168,114,15,9,133
202,155,122,14,10,325
208,150,113,13,9,465
215,160,114,14,9,170
226,187,115,17,9,242
223,181,147,16,12,385
225,177,111,16,9,223
210,150,115,13,9,280
190,123,86,11,7,1252
192,133,89,12,7,154
215,171,118,15,9,70
189,120,86,11,7,217
204,155,102,14,8,130
192,133,88,12,7,194
177,109,36,11,3,254
209,152,100,14,8,376
203,150,89,14,7,223
213,177,125,16,10,127
204,148,111,13,9,264
213,163,111,15,9,99
224,164,101,15,8,288
222,178,124,16,10,389
197,142,97,13,8,332
212,162,117,14,9,179
218,167,141,14,11,78
194,141,87,13,7,221
212,168,105,15,8,111
220,172,100,16,8,542
220,177,105,16,8,77
213,159,115,14,9,440
180,118,65,11,5,241
212,155,101,14,8,153
212,159,88,15,7,245
203,144,88,13,7,349
203,145,100,13,8,270
192,115,79,10,6,248
198,147,75,14,6,211
224,193,111,18,9,112
223,184,114,17,9,126
213,157,102,14,8,310
217,169,116,15,9,139
215,154,111,14,9,346
206,145,90,13,7,528
208,146,102,13,8,284
201,147,102,13,8,139
205,146,74,14,6,191
212,172,100,16,8,648
177,105,51,10,4,495
223,183,112,17,9,336
215,164,101,15,8,338
199,153,108,14,9,410
229,170,125,15,10,510
221,167,122,15,10,272
217,168,139,14,11,91
238,200,139,18,11,111
211,142,115,12,9,137
215,176,112,16,9,168
203,150,86,14,7,241
224,176,114,16,9,229
217,162,112,15,9,652
203,157,86,15,7,256
206,145,91,13,7,220
219,167,114,15,9,170
230,182,126,16,10,72
201,152,98,14,8,217
198,153,99,14,8,161
224,177,111,16,9,310
185,117,63,11,5,757
214,154,91,14,7,287
236,194,112,18,9,588
206,156,66,15,5,133
224,178,124,16,10,173
196,139,104,12,8,165
221,178,123,16,10,391
212,163,101,15,8,199
217,167,111,15,9,109
209,148,102,13,8,206
208,148,111,13,9,134
218,165,129,14,10,166
231,175,148,15,12,149
181,126,62,12,5,342
211,166,112,15,9,139
195,137,101,12,8,324
217,160,114,14,9,73
223,177,131,15,10,60
222,163,118,14,9,63
229,195,115,18,9,172
217,170,99,16,8,269
200,140,89,13,7,978
228,184,128,16,10,460
203,167,114,15,9,423
199,148,76,14,6,274
215,166,84,16,7,293
188,130,75,12,6,317
200,145,74,14,6,316
212,161,115,14,9,292
210,172,111,16,9,424
214,159,125,14,10,275
199,154,100,14,8,200
206,163,92,15,7,145
209,157,87,15,7,456
211,165,91,15,7,178
193,140,76,13,6,377
207,156,121,14,10,333
216,155,127,13,10,197
211,164,109,15,9,689
222,182,138,16,11,196
201,146,91,13,7,241
193,137,87,13,7,433
205,151,98,14,8,405
209,165,112,15,9,410
224,176,116,16,9,131
215,171,127,15,10,198
197,140,79,13,6,154
209,161,109,15,9,881
214,175,124,16,10,205
191,138,104,12,8,73
216,172,100,16,8,145
191,133,90,12,7,275
226,172,117,15,9,93
222,178,125,16,10,817
216,170,98,16,8,747
231,190,137,17,11,136
203,150,114,13,9,173
225,190,137,17,11,204
218,179,127,16,10,473
218,169,134,15,11,637
193,122,87,11,7,237
216,174,102,16,8,651
198,143,90,13,7,748
191,125,90,11,7,276
192,135,74,13,6,181
225,185,111,17,9,173
217,177,113,16,9,96
239,198,150,17,12,140
201,146,100,13,8,191
182,118,64,11,5,253
209,167,98,16,8,258
189,137,66,13,5,444
207,137,83,13,7,234
183,106,62,10,5,187
202,132,88,12,7,297
201,143,89,13,7,133
236,192,138,17,11,1020
182,122,50,12,4,299
220,179,115,16,9,178
224,172,124,15,10,125
208,146,102,13,8,461
221,179,123,16,10,162
220,173,101,16,8,97
205,146,90,13,7,171
224,171,135,15,11,278
207,162,101,15,8,194
190,137,74,13,6,332
229,193,111,18,9,100
196,140,85,13,7,183
207,151,90,14,7,398
219,160,114,14,9,66
216,164,127,14,10,177
214,141,115,12,9,300
219,170,105,15,8,129
231,198,137,18,11,73
215,166,114,15,9,289
195,133,87,12,7,469
226,186,122,17,10,305
218,162,88,15,7,293
219,188,124,17,10,661
245,212,139,19,11,153
216,165,101,15,8,781
209,152,88,14,7,219
220,166,102,15,8,121
192,128,92,11,7,64
227,177,114,16,9,168
221,187,124,17,10,155
206,144,100,13,8,478
242,210,150,19,12,105
201,150,77,14,6,153
206,137,91,12,7,242
212,167,115,15,9,109
222,174,119,16,10,649
234,199,136,18,11,349
203,165,102,15,8,163
205,148,103,13,8,104
207,143,100,13,8,183
191,132,89,12,7,697
207,155,75,15,6,327
224,187,124,17,10,223
210,150,122,13,10,235
191,124,79,11,6,119
227,180,117,16,9,125
239,201,165,17,13,49
218,162,88,15,7,191
204,153,101,14,8,213
190,126,64,12,5,160
224,166,114,15,9,412
189,116,97,10,8,258
179,120,49,12,4,343
214,171,91,16,7,494
197,142,79,13,6,90
213,177,113,16,9,169
200,141,102,12,8,116
208,147,102,13,8,309
207,146,100,13,8,398
205,145,109,13,9,242
191,131,79,12,6,155
218,176,113,16,9,213
196,133,99,12,8,170
195,132,76,12,6,415
214,159,114,14,9,209
231,211,138,19,11,96
212,162,126,14,10,82
203,145,91,13,7,294
189,122,77,11,6,401
214,149,113,13,9,170
232,187,139,16,11,119
194,138,85,13,7,201
197,139,96,13,8,510
211,164,99,15,8,441
205,150,100,14,8,296
195,128,65,12,5,248
213,168,89,16,7,80
222,166,101,15,8,255
213,150,116,13,9,396
199,154,101,14,8,151
217,161,126,14,10,278
209,153,99,14,8,260
203,153,101,14,8,227
228,173,137,15,11,755
195,134,88,12,7,194
180,104,62,10,5,352
223,172,126,15,10,369
202,159,86,15,7,307
214,158,103,14,8,263
173,102,75,9,6,266
229,180,116,16,9,70
218,163,117,14,9,92
215,165,139,14,11,135
230,196,114,18,9,457
209,151,88,14,7,402
214,156,130,13,10,99
208,162,125,14,10,406
232,188,124,17,10,94
216,165,119,14,9,68
190,131,87,12,7,334
220,169,124,15,10,113
224,174,112,16,9,177
199,142,100,13,8,738
196,140,78,13,6,362
217,160,150,13,12,74
209,156,128,13,10,219
203,147,84,14,7,268
199,135,99,12,8,179
197,135,90,12,7,266
206,157,112,14,9,445
195,142,90,13,7,196
193,135,100,12,8,154
222,178,124,16,10,926
214,178,116,16,9,227
213,177,150,15,12,49
189,122,112,10,9,176
214,157,103,14,8,553
209,147,102,13,8,797
231,184,138,16,11,185
220,167,114,15,9,132
205,144,100,13,8,370
201,149,104,13,8,233
199,140,112,12,9,264
217,165,101,15,8,150
218,166,124,15,10,445
196,145,75,14,6,362
226,171,125,15,10,171
231,187,123,17,10,466
201,144,89,13,7,140
210,159,114,14,9,423
206,150,77,14,6,656
204,154,90,14,7,278
203,155,99,14,8,723
218,152,91,14,7,157
194,140,86,13,7,177
199,131,76,12,6,204
201,150,89,14,7,135
208,157,101,14,8,177
221,177,114,16,9,406
205,132,87,12,7,265
216,175,102,16,8,140
195,136,86,13,7,262
193,142,89,13,7,396
200,145,112,13,9,203
184,117,73,11,6,453
182,105,78,9,6,186
211,165,109,15,9,220
222,162,116,14,9,105
197,130,85,12,7,389
211,164,100,15,8,255
225,189,126,17,10,120
230,184,122,17,10,191
199,137,93,12,7,101
215,165,101,15,8,618
225,194,103,18,8,136
213,168,104,15,8,116
209,169,98,16,8,555
213,154,112,14,9,250
197,152,88,14,7,165
185,121,83,11,7,233
208,139,112,12,9,149
202,141,87,13,7,198
210,169,108,16,9,450
235,182,126,16,10,170
215,164,127,14,10,168
206,148,91,13,7,142
216,160,115,14,9,293
213,167,102,15,8,119
222,177,124,16,10,74
227,180,117,16,9,270
218,168,114,15,9,172
203,140,103,12,8,132
218,162,124,14,10,242
208,159,125,14,10,729
202,145,89,13,7,111
212,168,125,15,10,239
227,181,126,16,10,107
213,175,102,16,8,162
186,119,75,11,6,185
203,142,50,14,4,618
209,155,99,14,8,279
179,114,61,11,5,633
185,121,86,11,7,405
209,149,112,13,9,294
202,156,86,15,7,264
205,159,124,14,10,326
207,144,90,13,7,113
200,137,85,13,7,742
220,157,138,13,11,477
218,175,114,16,9,383
192,131,89,12,7,372
206,158,87,15,7,518
208,151,124,13,10,109
199,147,78,14,6,133
197,131,104,11,8,214
217,173,112,16,9,322
209,171,102,16,8,195
198,135,99,12,8,1009
203,139,113,12,9,143
200,133,98,12,8,900
220,171,118,15,9,102
198,140,85,13,7,793
215,158,105,14,8,94
219,168,113,15,9,70
200,133,78,12,6,324
217,173,101,16,8,273
218,165,101,15,8,181
220,174,149,15,12,86
222,171,125,15,10,464
219,171,125,15,10,177
190,118,64,11,5,150
216,178,115,16,9,167
193,131,67,12,5,555
217,179,127,16,10,63
213,171,89,16,7,385
203,140,87,13,7,355
211,163,98,15,8,339
205,155,111,14,9,514
208,150,113,13,9,347
192,125,72,12,6,285
221,168,151,14,12,462
209,153,100,14,8,183
184,125,53,12,4,664
222,176,101,16,8,225
200,143,89,13,7,773
206,164,101,15,8,280
215,168,115,15,9,94
190,138,85,13,7,214
212,156,112,14,9,553
196,143,88,13,7,141
207,144,99,13,8,567
187,130,87,12,7,170
231,191,128,17,10,42
230,182,138,16,11,145
214,161,112,14,9,84
206,145,90,13,7,66
215,168,88,16,7,407
208,154,112,14,9,258
216,162,127,14,10,98
203,157,102,14,8,367
209,166,113,15,9,203
210,152,111,14,9,464
219,176,114,16,9,138
219,180,125,16,10,188
217,164,100,15,8,180
212,167,114,15,9,203
211,168,113,15,9,1089
212,157,86,15,7,258
234,177,138,15,11,198
223,173,137,15,11,64
223,165,118,14,9,78
230,189,151,16,12,51
209,151,88,14,7,495
200,143,114,12,9,370
224,171,98,16,8,188
210,148,102,13,8,138
214,161,124,14,10,133
189,110,63,10,5,435
236,194,141,17,11,104
211,163,101,15,8,884
224,166,104,15,8,133
204,141,113,12,9,483
196,141,87,13,7,105
212,153,89,14,7,94
239,196,140,17,11,72
203,141,79,13,6,455
208,149,66,14,5,124
231,197,161,17,13,202
209,154,110,14,9,271
216,154,111,14,9,373
204,136,91,12,7,483
211,160,86,15,7,321
220,169,112,15,9,134
226,185,139,16,11,130
206,166,114,15,9,258
224,162,125,14,10,247
205,157,101,14,8,496
220,168,115,15,9,121
200,139,79,13,6,250
232,202,140,18,11,77
209,156,100,14,8,150
199,144,99,13,8,262
213,162,99,15,8,123
192,134,62,13,5,201
202,137,101,12,8,368
207,147,101,13,8,181
202,145,78,13,6,397
195,123,76,11,6,284
203,141,85,13,7,437
209,158,122,14,10,510
203,153,99,14,8,496
236,188,140,16,11,45
204,144,90,13,7,188
212,177,114,16,9,166
219,154,99,14,8,134
219,163,101,15,8,97
202,137,101,12,8,130
195,127,75,12,6,504
210,157,110,14,9,222
213,167,115,15,9,105
221,171,117,15,9,144
214,174,112,16,9,226
205,149,88,14,7,668
202,167,77,16,6,314
220,162,127,14,10,112
205,144,90,13,7,600
211,171,115,15,9,116
216,165,138,14,11,159
222,183,112,17,9,156
196,145,74,14,6,207
190,135,88,12,7,579
209,165,112,15,9,56
211,166,113,15,9,115
198,148,86,14,7,264
207,153,89,14,7,312
220,164,101,15,8,126
223,180,116,16,9,58
219,177,114,16,9,74
199,148,75,14,6,382
219,169,124,15,10,81
206,146,91,13,7,258
195,129,93,11,7,140
208,154,73,15,6,304
210,163,99,15,8,164
226,184,102,17,8,102
218,161,114,14,9,70
218,164,111,15,9,430
235,195,114,18,9,314
206,138,111,12,9,319
185,125,61,12,5,214
219,162,100,15,8,778
225,180,116,16,9,90
212,153,108,14,9,476
216,167,105,15,8,86
228,181,126,16,10,70
215,151,104,13,8,479
204,156,109,14,9,440
216,159,87,15,7,295
185,114,78,10,6,105
208,165,101,15,8,156
198,138,102,12,8,266
220,174,112,16,9,641
231,196,150,17,12,220
212,166,113,15,9,195
208,155,113,14,9,175
219,174,138,15,11,550
197,119,65,11,5,302
211,141,97,13,8,1037
201,154,93,14,7,210
187,113,87,10,7,105
211,162,125,14,10,471
211,157,100,14,8,218
226,171,142,14,11,925
234,191,128,17,10,70
228,175,140,15,11,52
214,174,111,16,9,199
206,139,102,12,8,229
215,170,127,15,10,78
202,155,91,14,7,535
236,196,132,17,10,83
189,125,52,12,4,467
179,119,76,11,6,535
218,161,117,14,9,117
234,200,138,18,11,54
202,147,111,13,9,491
209,150,86,14,7,135
192,128,90,11,7,203
223,172,119,15,9,88
207,159,114,14,9,121
183,121,76,11,6,121
224,170,152,14,12,133
205,145,90,13,7,317
199,138,101,12,8,147
221,176,112,16,9,113
214,155,109,14,9,457
211,156,113,14,9,156
194,140,75,13,6,223
239,199,129,18,10,150
207,143,99,13,8,492
204,144,124,12,10,707
235,197,125,18,10,124
208,138,76,13,6,181
197,137,83,13,7,557
223,178,126,16,10,252
222,179,126,16,10,548
204,131,87,12,7,500
205,153,89,14,7,279
206,146,109,13,9,531
208,151,85,14,7,187
223,156,139,13,11,95
205,154,109,14,9,244
209,167,87,16,7,115
216,172,84,17,7,442
210,165,119,15,10,358
221,160,105,14,8,93
205,139,102,12,8,134
205,147,103,13,8,331
186,121,76,11,6,178
193,135,90,12,7,201
205,152,114,13,9,105
218,172,109,16,9,153
212,154,102,14,8,78
224,175,122,16,10,134
209,136,99,12,8,348
207,148,111,13,9,155
163,94,51,9,4,596
224,178,125,16,10,278
198,136,101,12,8,165
226,178,132,15,10,116
210,159,112,14,9,113
238,193,139,17,11,33
204,146,102,13,8,138
207,145,88,13,7,391
231,184,130,16,10,78
199,135,101,12,8,519
205,154,110,14,9,218
235,201,138,18,11,126
190,136,85,13,7,215
235,192,140,17,11,233
214,160,88,15,7,840
216,174,111,16,9,184
196,135,97,12,8,239
215,160,114,14,9,64
222,181,126,16,10,258
190,142,89,13,7,294
188,133,90,12,7,127
208,163,101,15,8,145
212,173,99,16,8,254
221,165,138,14,11,82
209,140,115,12,9,90
213,155,99,14,8,1208
202,136,80,12,6,119
202,151,91,14,7,288
220,162,126,14,10,111
227,186,123,17,10,189
199,136,89,12,7,180
200,143,104,12,8,87
208,160,136,14,11,548
184,128,72,12,6,471
182,126,74,12,6,292
203,147,76,14,6,193
203,154,89,14,7,167
210,155,99,14,8,939
183,130,49,13,4,362
206,158,114,14,9,199
196,143,90,13,7,208
214,155,112,14,9,153
196,127,80,11,6,672
225,162,126,14,10,73
241,204,139,18,11,104
204,146,97,13,8,206
210,157,87,15,7,106
224,180,124,16,10,213
208,159,101,14,8,116
194,141,87,13,7,240
242,193,139,17,11,498
209,166,103,15,8,106
213,156,112,14,9,166
193,144,73,14,6,292
197,156,96,15,8,861
191,136,64,13,5,190
203,152,98,14,8,207
202,145,90,13,7,231
228,186,125,17,10,132
192,133,63,13,5,412
213,163,135,14,11,164
227,173,100,16,8,150
225,185,104,17,8,108
206,155,85,15,7,320
197,136,111,12,9,153
214,158,113,14,9,133
197,136,75,13,6,292
236,206,124,19,10,499
200,146,92,13,7,188
199,137,102,12,8,682
223,170,105,15,8,84
207,153,116,13,9,59
211,160,97,15,8,566
213,163,89,15,7,174
212,155,99,14,8,526
202,141,98,13,8,136
212,164,91,15,7,164
231,195,115,18,9,1340
230,184,138,16,11,201
206,140,89,13,7,381
205,150,114,13,9,95
225,178,124,16,10,197
209,152,98,14,8,256
214,171,126,15,10,229
210,163,102,15,8,184
231,181,137,16,11,392
204,157,103,14,8,502
223,162,118,14,9,82
219,170,116,15,9,53
202,158,112,14,9,261
224,183,139,16,11,83
217,172,125,15,10,161
218,166,104,15,8,120
235,205,141,18,11,35
214,157,78,15,6,178
261,237,173,21,14,287
207,136,89,12,7,157
219,177,102,16,8,345
221,163,117,14,9,77
188,132,77,12,6,297
198,137,74,13,6,369
192,132,88,12,7,183
215,165,119,14,9,149
208,158,97,15,8,671
215,166,111,15,9,229
187,108,66,10,5,517
195,137,75,13,6,264
204,146,91,13,7,220
227,183,112,17,9,134
231,190,101,18,8,217
226,181,117,16,9,104
216,154,100,14,8,157
206,147,112,13,9,131
203,140,86,13,7,274
238,192,128,17,10,215
212,157,103,14,8,306
217,174,112,16,9,363
204,142,88,13,7,197
220,177,124,16,10,251
187,127,85,12,7,382
186,129,100,11,8,146
184,117,73,11,6,637
189,124,77,11,6,876
207,153,89,14,7,106
174,101,49,10,4,200
220,174,102,16,8,545
210,166,124,15,10,212
230,185,137,16,11,80
201,155,112,14,9,529
197,145,90,13,7,630
186,119,65,11,5,98
219,159,103,14,8,175
200,137,102,12,8,499
200,144,100,13,8,726
221,174,111,16,9,572
228,182,129,16,10,142
233,178,141,15,11,69
193,142,77,13,6,286
230,178,142,15,11,81
203,139,76,13,6,191
225,188,113,17,9,235
201,138,64,13,5,215
224,181,127,16,10,348
198,137,100,12,8,328
211,159,88,15,7,672
209,153,89,14,7,154
215,160,125,14,10,150
211,151,98,14,8,460
232,193,139,17,11,161
215,158,114,14,9,588
207,151,88,14,7,176
219,161,124,14,10,210
226,182,138,16,11,115
225,172,126,15,10,111
232,191,130,17,10,170
226,167,123,15,10,205
246,202,149,18,12,136
193,121,76,11,6,96
219,172,128,15,10,204
235,189,127,17,10,126
215,170,97,16,8,218
219,179,99,17,8,111
193,149,96,14,8,778
212,153,115,13,9,94
214,180,127,16,10,134
190,128,64,12,5,1081
207,157,76,15,6,91
201,142,89,13,7,325
205,163,99,15,8,194
216,167,113,15,9,233
237,200,153,17,12,40
202,138,101,12,8,609
201,136,90,12,7,102
188,120,76,11,6,411
232,193,113,18,9,210
189,116,90,10,7,399
222,179,137,16,11,512
206,163,99,15,8,735
229,181,115,16,9,58
195,149,75,14,6,131
214,160,88,15,7,270
190,134,76,12,6,452
215,176,102,16,8,219
213,173,101,16,8,184
202,135,98,12,8,1134
214,157,97,15,8,239
182,128,66,12,5,550
213,173,99,16,8,180
211,161,115,14,9,233
212,169,114,15,9,83
201,160,90,15,7,112
206,160,98,15,8,185
214,152,125,13,10,179
193,138,76,13,6,373
203,157,75,15,6,305
199,132,78,12,6,367
203,156,104,14,8,96
214,158,101,14,8,109
203,141,88,13,7,120
180,119,65,11,5,308
204,140,79,13,6,392
221,173,137,15,11,237
207,153,101,14,8,105
205,136,91,12,7,248
213,160,113,14,9,489
217,150,113,13,9,279
190,142,77,13,6,702
207,146,126,12,10,411
192,143,87,13,7,341
239,192,126,17,10,106
209,158,84,15,7,126
190,129,87,12,7,260
210,148,109,13,9,301
199,147,103,13,8,136
204,144,109,13,9,237
206,155,99,14,8,145
197,140,77,13,6,167
212,157,90,14,7,90
204,148,105,13,8,206
239,211,130,19,10,45
216,159,104,14,8,401
209,160,115,14,9,101
212,159,78,15,6,119
203,146,102,13,8,101
220,172,101,16,8,177
211,154,101,14,8,370
208,157,123,14,10,400
198,127,91,11,7,100
211,161,88,15,7,669
224,170,100,16,8,260
251,221,163,19,13,34
198,134,100,12,8,257
226,180,116,16,9,213
192,125,88,11,7,115
198,155,112,14,9,125
230,196,132,18,11,698
216,160,116,14,9,193
209,152,115,13,9,237
192,134,72,13,6,547
203,140,78,13,6,146
221,173,112,16,9,576
220,173,109,16,9,426
199,142,87,13,7,422
231,175,127,15,10,267
218,163,99,15,8,254
215,162,99,15,8,289
208,156,104,14,8,81
209,164,100,15,8,131
210,163,90,15,7,121
225,177,139,15,11,139
219,165,92,15,7,158
228,167,140,14,11,151
196,133,88,12,7,548
202,146,112,13,9,262
209,154,91,14,7,179
198,127,73,12,6,542
224,162,116,14,9,101
219,164,128,14,10,55
198,135,101,12,8,115
202,143,91,13,7,275
216,154,101,14,8,215
238,197,116,18,9,420
219,159,124,14,10,979
209,152,87,14,7,234
189,117,63,11,5,305
224,181,136,16,11,589
199,162,62,16,5,392
185,131,87,12,7,270
226,175,140,15,11,444
220,175,102,16,8,138
186,122,87,11,7,281
202,145,99,13,8,141
227,169,105,15,8,120
206,175,121,16,10,198
235,188,125,17,10,231
219,173,103,16,8,186
212,162,115,14,9,64
220,173,103,16,8,434
191,120,86,11,7,783
212,157,102,14,8,320
212,164,102,15,8,77
220,179,125,16,10,326
187,130,76,12,6,252
191,141,97,13,8,303
211,146,100,13,8,180
213,168,103,15,8,927
229,174,112,16,9,84
203,145,102,13,8,166
217,166,112,15,9,166
226,184,137,16,11,132
177,110,67,10,5,105
215,165,140,14,11,456
218,167,114,15,9,426
228,190,117,17,9,136
229,185,104,17,8,110
210,149,114,13,9,127
182,116,79,10,6,112
225,178,116,16,9,936
230,195,124,18,10,159
196,134,86,12,7,176
211,153,100,14,8,589
225,185,113,17,9,89
199,142,86,13,7,167
202,150,77,14,6,365
208,155,112,14,9,352
198,144,88,13,7,235
211,142,87,13,7,169
204,142,115,12,9,1215
243,204,139,18,11,194
195,137,75,13,6,205
232,192,138,17,11,855
205,143,101,13,8,172
204,151,99,14,8,343
211,156,103,14,8,360
228,173,128,15,10,103
236,191,139,17,11,123
210,173,99,16,8,248
206,136,100,12,8,407
225,181,127,16,10,145
220,184,150,16,12,115
221,171,134,15,11,205
216,165,123,15,10,980
201,145,101,13,8,200
190,129,96,12,8,349
185,120,75,11,6,160
204,154,99,14,8,239
212,171,98,16,8,263
189,138,75,13,6,114
213,154,98,14,8,225
184,121,77,11,6,265
210,151,116,13,9,297
211,165,103,15,8,193
204,137,90,12,7,615
214,147,110,13,9,200
235,205,126,19,10,58
233,186,140,16,11,52
213,155,111,14,9,376
